riskFrequency,pvalueDescription,pvalueMantissa,pvalueExponent,multiSnpHaplotype,snpInteraction,snpType,standardError,range,description,orPerCopyNum,betaNum,betaUnit,betaDirection,loci,lastMappingDate,lastUpdateDate,pvalue,associationId,haplotypeSnpCount,description,strongestRiskAlleles,authorReportedGenes,riskAlleleName,riskFrequency,genomeWide,limitedList
0.43,,8,-11,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs11580078-G', 'riskFrequency': '0.43', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'IL23R', 'entrezGeneIds': [{'entrezGeneId': '149233'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000162594'}]}]}",2024-02-16T23:24:23.000+0000,2024-02-16T23:24:23.000+0000,8e-11,12827445,,Single variant,"[{'riskAlleleName': 'rs11580078-G', 'riskFrequency': '0.43', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'IL23R', 'entrezGeneIds': [{'entrezGeneId': '149233'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000162594'}]}]",rs11580078-G,0.43,False,False
0.09,,8,-11,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs6679677-A', 'riskFrequency': '0.09', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'PTPN22', 'entrezGeneIds': [{'entrezGeneId': '26191'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000134242'}]}]}",2024-05-23T21:29:48.000+0000,2024-05-23T21:29:48.000+0000,8e-11,12827446,,Single variant,"[{'riskAlleleName': 'rs6679677-A', 'riskFrequency': '0.09', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'PTPN22', 'entrezGeneIds': [{'entrezGeneId': '26191'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000134242'}]}]",rs6679677-A,0.09,False,False
0.3,,4,-7,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs34884278-C', 'riskFrequency': '0.3', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'TNFSF18', 'entrezGeneIds': [{'entrezGeneId': '8995'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000120337'}]}]}",2024-02-16T23:24:27.000+0000,2024-02-16T23:24:27.000+0000,4e-07,12827447,,Single variant,"[{'riskAlleleName': 'rs34884278-C', 'riskFrequency': '0.3', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'TNFSF18', 'entrezGeneIds': [{'entrezGeneId': '8995'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000120337'}]}]",rs34884278-C,0.3,False,False
0.29,,2,-7,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs6689858-C', 'riskFrequency': '0.29', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'CRB1', 'entrezGeneIds': [{'entrezGeneId': '23418'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000134376'}]}]}",2024-02-16T23:24:29.000+0000,2024-02-16T23:24:29.000+0000,2e-07,12827448,,Single variant,"[{'riskAlleleName': 'rs6689858-C', 'riskFrequency': '0.29', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'CRB1', 'entrezGeneIds': [{'entrezGeneId': '23418'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000134376'}]}]",rs6689858-C,0.29,False,False
0.14,,1,-6,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs55705316-G', 'riskFrequency': '0.14', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'IL10', 'entrezGeneIds': [{'entrezGeneId': '3586'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000136634'}]}]}",2024-02-16T23:24:31.000+0000,2024-02-16T23:24:31.000+0000,1e-06,12827449,,Single variant,"[{'riskAlleleName': 'rs55705316-G', 'riskFrequency': '0.14', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'IL10', 'entrezGeneIds': [{'entrezGeneId': '3586'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000136634'}]}]",rs55705316-G,0.14,False,False
0.23,,9,-8,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs2075184-T', 'riskFrequency': '0.23', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'IL18R1', 'entrezGeneIds': [{'entrezGeneId': '8809'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000115604'}]}]}",2024-02-16T23:24:34.000+0000,2024-02-16T23:24:34.000+0000,9e-08,12827450,,Single variant,"[{'riskAlleleName': 'rs2075184-T', 'riskFrequency': '0.23', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'IL18R1', 'entrezGeneIds': [{'entrezGeneId': '8809'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000115604'}]}]",rs2075184-T,0.23,False,False
0.48,,8,-11,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs36001488-C', 'riskFrequency': '0.48', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'ATG16L1', 'entrezGeneIds': [{'entrezGeneId': '55054'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000085978'}]}]}",2024-02-16T23:24:36.000+0000,2024-02-16T23:24:36.000+0000,8e-11,12827451,,Single variant,"[{'riskAlleleName': 'rs36001488-C', 'riskFrequency': '0.48', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'ATG16L1', 'entrezGeneIds': [{'entrezGeneId': '55054'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000085978'}]}]",rs36001488-C,0.48,False,False
0.19,,2,-7,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs4676410-A', 'riskFrequency': '0.19', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'GPR35', 'entrezGeneIds': [{'entrezGeneId': '2859'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000178623'}]}]}",2024-02-16T23:24:39.000+0000,2024-02-16T23:24:39.000+0000,2e-07,12827452,,Single variant,"[{'riskAlleleName': 'rs4676410-A', 'riskFrequency': '0.19', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'GPR35', 'entrezGeneIds': [{'entrezGeneId': '2859'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000178623'}]}]",rs4676410-A,0.19,False,False
0.31,,8,-11,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs4625-G', 'riskFrequency': '0.31', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'DAG1', 'entrezGeneIds': [{'entrezGeneId': '1605'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000173402'}]}]}",2024-02-16T23:24:41.000+0000,2024-02-16T23:24:41.000+0000,8e-11,12827453,,Single variant,"[{'riskAlleleName': 'rs4625-G', 'riskFrequency': '0.31', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'DAG1', 'entrezGeneIds': [{'entrezGeneId': '1605'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000173402'}]}]",rs4625-G,0.31,False,False
0.42,,3,-8,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs62324212-A', 'riskFrequency': '0.42', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'IL21', 'entrezGeneIds': [{'entrezGeneId': '59067'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000138684'}]}]}",2024-02-16T23:24:43.000+0000,2024-02-16T23:24:43.000+0000,3.0000000000000004e-08,12827454,,Single variant,"[{'riskAlleleName': 'rs62324212-A', 'riskFrequency': '0.42', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'IL21', 'entrezGeneIds': [{'entrezGeneId': '59067'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000138684'}]}]",rs62324212-A,0.42,False,False
0.43,,8,-11,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs7725052-C', 'riskFrequency': '0.43', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'PTGER4', 'entrezGeneIds': [{'entrezGeneId': '5734'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000171522'}]}]}",2024-02-16T23:24:45.000+0000,2024-02-16T23:24:45.000+0000,8e-11,12827455,,Single variant,"[{'riskAlleleName': 'rs7725052-C', 'riskFrequency': '0.43', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'PTGER4', 'entrezGeneIds': [{'entrezGeneId': '5734'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000171522'}]}]",rs7725052-C,0.43,False,False
0.39,,1,-10,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs7731626-A', 'riskFrequency': '0.39', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'ANKRD55', 'entrezGeneIds': [{'entrezGeneId': '79722'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000164512'}]}]}",2024-02-16T23:24:48.000+0000,2024-02-16T23:24:48.000+0000,1e-10,12827456,,Single variant,"[{'riskAlleleName': 'rs7731626-A', 'riskFrequency': '0.39', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'ANKRD55', 'entrezGeneIds': [{'entrezGeneId': '79722'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000164512'}]}]",rs7731626-A,0.39,False,False
0.42,,9,-8,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs4869313-T', 'riskFrequency': '0.42', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'ERAP2', 'entrezGeneIds': [{'entrezGeneId': '64167'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000164308'}]}]}",2024-02-16T23:24:50.000+0000,2024-02-16T23:24:50.000+0000,9e-08,12827457,,Single variant,"[{'riskAlleleName': 'rs4869313-T', 'riskFrequency': '0.42', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'ERAP2', 'entrezGeneIds': [{'entrezGeneId': '64167'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000164308'}]}]",rs4869313-T,0.42,False,False
0.42,,2,-9,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs11741255-A', 'riskFrequency': '0.42', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'IL5', 'entrezGeneIds': [{'entrezGeneId': '3567'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000113525'}]}]}",2024-02-16T23:24:52.000+0000,2024-02-16T23:24:52.000+0000,2e-09,12827458,,Single variant,"[{'riskAlleleName': 'rs11741255-A', 'riskFrequency': '0.42', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'IL5', 'entrezGeneIds': [{'entrezGeneId': '3567'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000113525'}]}]",rs11741255-A,0.42,False,False
0.32,,2,-10,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs755374-T', 'riskFrequency': '0.32', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'IL12B', 'entrezGeneIds': [{'entrezGeneId': '3593'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000113302'}]}]}",2024-02-16T23:24:53.000+0000,2024-02-16T23:24:53.000+0000,2e-10,12827459,,Single variant,"[{'riskAlleleName': 'rs755374-T', 'riskFrequency': '0.32', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'IL12B', 'entrezGeneIds': [{'entrezGeneId': '3593'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000113302'}]}]",rs755374-T,0.32,False,False
0.34,,8,-11,False,False,novel,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs2066363-C', 'riskFrequency': '0.34', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'LPHN2', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T00:40:20.000+0000,2024-02-17T00:40:20.000+0000,8e-11,15731632,,Single variant,"[{'riskAlleleName': 'rs2066363-C', 'riskFrequency': '0.34', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'LPHN2', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs2066363-C,0.34,False,False
0.01,,2,-7,False,False,novel,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs114846446-A', 'riskFrequency': '0.01', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'TSSC1', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T00:40:23.000+0000,2024-02-17T00:40:23.000+0000,2e-07,15731647,,Single variant,"[{'riskAlleleName': 'rs114846446-A', 'riskFrequency': '0.01', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'TSSC1', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs114846446-A,0.01,False,False
0.18,,1,-7,False,False,novel,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs7672495-C', 'riskFrequency': '0.18', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'CYTL1', 'entrezGeneIds': [{'entrezGeneId': '54360'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000170891'}]}]}",2024-02-17T00:40:24.000+0000,2024-02-17T00:40:24.000+0000,1e-07,15731661,,Single variant,"[{'riskAlleleName': 'rs7672495-C', 'riskFrequency': '0.18', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'CYTL1', 'entrezGeneIds': [{'entrezGeneId': '54360'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000170891'}]}]",rs7672495-C,0.18,False,False
0.26,,8,-11,False,False,novel,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs7660520-A', 'riskFrequency': '0.26', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'TNM3', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T00:40:26.000+0000,2024-02-17T00:40:26.000+0000,8e-11,15731684,,Single variant,"[{'riskAlleleName': 'rs7660520-A', 'riskFrequency': '0.26', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'TNM3', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs7660520-A,0.26,False,False
0.25,,5,-7,False,False,novel,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs7831697-G', 'riskFrequency': '0.25', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T00:40:30.000+0000,2024-02-17T00:40:30.000+0000,5e-07,15731703,,Single variant,"[{'riskAlleleName': 'rs7831697-G', 'riskFrequency': '0.25', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs7831697-G,0.25,False,False
0.43,,1,-7,False,False,novel,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs7042370-T', 'riskFrequency': '0.43', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'LURAP1L', 'entrezGeneIds': [{'entrezGeneId': '286343'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000153714'}]}]}",2024-02-17T00:40:33.000+0000,2024-02-17T00:40:33.000+0000,1e-07,15731715,,Single variant,"[{'riskAlleleName': 'rs7042370-T', 'riskFrequency': '0.43', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'LURAP1L', 'entrezGeneIds': [{'entrezGeneId': '286343'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000153714'}]}]",rs7042370-T,0.43,False,False
0.08,,7,-7,False,False,novel,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs10988542-C', 'riskFrequency': '0.08', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'FNBP1', 'entrezGeneIds': [{'entrezGeneId': '23048'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000187239'}]}]}",2024-02-17T00:40:36.000+0000,2024-02-17T00:40:37.000+0000,7e-07,15731733,,Single variant,"[{'riskAlleleName': 'rs10988542-C', 'riskFrequency': '0.08', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'FNBP1', 'entrezGeneIds': [{'entrezGeneId': '23048'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000187239'}]}]",rs10988542-C,0.08,False,False
0.34,,8,-11,False,False,novel,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs7100025-G', 'riskFrequency': '0.34', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'ANKRD30A', 'entrezGeneIds': [{'entrezGeneId': '91074'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000148513'}]}]}",2024-02-17T00:40:41.000+0000,2024-02-17T00:40:41.000+0000,8e-11,15731759,,Single variant,"[{'riskAlleleName': 'rs7100025-G', 'riskFrequency': '0.34', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'ANKRD30A', 'entrezGeneIds': [{'entrezGeneId': '91074'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000148513'}]}]",rs7100025-G,0.34,False,False
0.02,,1,-6,False,False,novel,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs11839053-C', 'riskFrequency': '0.02', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'EFNB2', 'entrezGeneIds': [{'entrezGeneId': '1948'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000125266'}]}]}",2024-02-17T00:40:45.000+0000,2024-02-17T00:40:45.000+0000,1e-06,15731781,,Single variant,"[{'riskAlleleName': 'rs11839053-C', 'riskFrequency': '0.02', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'EFNB2', 'entrezGeneIds': [{'entrezGeneId': '1948'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000125266'}]}]",rs11839053-C,0.02,False,False
0.23,,6,-9,False,False,novel,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs77150043-T', 'riskFrequency': '0.23', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'ADCY7', 'entrezGeneIds': [{'entrezGeneId': '113'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000121281'}]}]}",2024-02-17T00:40:03.000+0000,2024-02-17T00:40:04.000+0000,6.000000000000001e-09,15731798,,Single variant,"[{'riskAlleleName': 'rs77150043-T', 'riskFrequency': '0.23', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'ADCY7', 'entrezGeneIds': [{'entrezGeneId': '113'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000121281'}]}]",rs77150043-T,0.23,False,False
0.21,,1,-8,False,False,novel,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs2807264-C', 'riskFrequency': '0.21', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'CD40LG', 'entrezGeneIds': [{'entrezGeneId': '959'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000102245'}]}]}",2024-02-17T00:40:07.000+0000,2024-02-17T00:40:07.000+0000,1e-08,15731816,,Single variant,"[{'riskAlleleName': 'rs2807264-C', 'riskFrequency': '0.21', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'CD40LG', 'entrezGeneIds': [{'entrezGeneId': '959'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000102245'}]}]",rs2807264-C,0.21,False,False
0.17,,6,-8,False,False,novel,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs12863738-T', 'riskFrequency': '0.17', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'RBMX', 'entrezGeneIds': [{'entrezGeneId': '27316'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000147274'}]}]}",2024-02-17T00:40:10.000+0000,2024-02-17T00:40:10.000+0000,6.000000000000001e-08,15731863,,Single variant,"[{'riskAlleleName': 'rs12863738-T', 'riskFrequency': '0.17', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'RBMX', 'entrezGeneIds': [{'entrezGeneId': '27316'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000147274'}]}]",rs12863738-T,0.17,False,False
0.28,,4,-7,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs62131887-T', 'riskFrequency': '0.28', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'TYK2', 'entrezGeneIds': [{'entrezGeneId': '7297'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000105397'}]}]}",2024-02-16T23:24:49.000+0000,2024-02-16T23:24:49.000+0000,4e-07,12827475,,Single variant,"[{'riskAlleleName': 'rs62131887-T', 'riskFrequency': '0.28', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'TYK2', 'entrezGeneIds': [{'entrezGeneId': '7297'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000105397'}]}]",rs62131887-T,0.28,False,False
0.49,,5,-8,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs602662-G', 'riskFrequency': '0.49', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'FUT2', 'entrezGeneIds': [{'entrezGeneId': '2524'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000176920'}]}]}",2024-05-23T19:34:51.000+0000,2024-05-23T19:34:51.000+0000,5e-08,12827476,,Single variant,"[{'riskAlleleName': 'rs602662-G', 'riskFrequency': '0.49', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'FUT2', 'entrezGeneIds': [{'entrezGeneId': '2524'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000176920'}]}]",rs602662-G,0.49,False,False
